# r Xi(r) Xi(r)-ShotNoise
# z = 1
0.000000000000000000e+00 6.960109252929687500e+02 -3.315161065116905374e+05
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
nan nan nan
7.812500000000000000e+00 -1.099578539530436272e+00 -3.322132170155230560e+05
nan nan nan
nan nan nan
nan nan nan
7.235284738734148959e+02 -5.223721697710562682e-04 -3.322121179593557026e+05
7.245241595631629252e+02 -7.986914628886277378e-04 -3.322121182356749778e+05
7.255079654727969682e+02 -2.321735445085588729e-03 -3.322121197587189381e+05
7.265440018216887665e+02 -2.962021678494528368e-03 -3.322121203990051872e+05
7.275126978110151867e+02 2.513259474994146338e-03 -3.322121149237240315e+05
7.284923426139541789e+02 3.563530226415169248e-03 -3.322121138734532869e+05
7.295383997019085882e+02 -2.753006561643508727e-03 -3.322121201899900916e+05
7.305331944988912483e+02 -1.107480491991564122e-03 -3.322121185444639996e+05
7.315112090786872159e+02 4.584299108445038227e-04 -3.322121169785535894e+05
7.325056907963488584e+02 1.021316717178326035e-03 -3.322121164156667655e+05
7.335050722354640129e+02 2.572555573834401678e-03 -3.322121148644279456e+05
7.345469857403827518e+02 -2.186590812071786093e-03 -3.322121196235743118e+05
7.355464125190999312e+02 9.561561196885776234e-05 -3.322121173413678771e+05
7.365137126050748293e+02 -6.231292838275861523e-04 -3.322121180601128144e+05
7.374943241450695268e+02 -2.680818529050365325e-03 -3.322121201178020565e+05
7.385406347584232662e+02 1.293741636923280772e-03 -3.322121161432418739e+05
7.395159306763624727e+02 -3.861958057334287462e-03 -3.322121212989415508e+05
7.405117946862210374e+02 2.609141654834628947e-03 -3.322121148278418696e+05
7.415094120656075347e+02 3.752521974365918226e-03 -3.322121136844615103e+05
7.424841395702094360e+02 -9.943154327210397287e-04 -3.322121184312989353e+05
7.435066246073082539e+02 -1.894389510785461032e-04 -3.322121176264224341e+05
7.445252523815454424e+02 -1.821939600503595484e-03 -3.322121192589231068e+05
7.455107277792008063e+02 3.490300517264610918e-03 -3.322121139466830064e+05
7.465286482306802327e+02 -2.445618311564127460e-03 -3.322121198826018372e+05
7.475307234101736640e+02 -2.587558433762362185e-03 -3.322121200245419168e+05
7.484868809586864700e+02 2.296317095136911780e-03 -3.322121151406664285e+05
7.494645306698911327e+02 -2.861548382956702590e-03 -3.322121202985318960e+05
7.504638922399014973e+02 3.351700116419287857e-05 -3.322121174034664873e+05
7.514881625677750208e+02 -7.701994376617687542e-04 -3.322121182071829680e+05
7.524523619633571343e+02 -1.009681801887074874e-03 -3.322121184466652921e+05
7.534762455686031899e+02 1.451484227584580152e-03 -3.322121159854992875e+05
7.545006997751635254e+02 3.935050594714260960e-04 -3.322121170434784726e+05
7.554989388430559529e+02 1.268682242543609038e-03 -3.322121161683012615e+05
7.564721605411913288e+02 1.209774976054196717e-03 -3.322121162272085203e+05
7.574650521627286253e+02 2.134006701400680082e-03 -3.322121153029768029e+05
7.584996951485601357e+02 -1.319669179870310580e-03 -3.322121187566526933e+05
7.594868090794145701e+02 -2.356113217140189467e-03 -3.322121197930967319e+05
7.604845768580167942e+02 -2.016509302888815254e-03 -3.322121194534928072e+05
7.615035362283019822e+02 5.890970013582054465e-04 -3.322121168478865293e+05
7.625031227097377950e+02 -1.037882997977408132e-03 -3.322121184748664964e+05
7.634890885800195974e+02 1.356191978875362968e-06 -3.322121174356273259e+05
7.644964107909352151e+02 -7.667300597708804916e-04 -3.322121182037135586e+05
7.655035211182436115e+02 -4.828892480191064097e-04 -3.322121179198727477e+05
7.665023201251851788e+02 8.241440601275798515e-04 -3.322121166128394543e+05
7.675063734477322441e+02 4.758377492462140777e-03 -3.322121126786060049e+05
7.684779686442794855e+02 -9.645130579085028216e-04 -3.322121184014965547e+05
7.694794899173599561e+02 1.739558302525522201e-03 -3.322121156974252081e+05
7.705176240158490373e+02 1.587762837752396475e-03 -3.322121158492206596e+05
7.714958863205575881e+02 -4.952440276922649752e-04 -3.322121179322275566e+05
7.724980947961769289e+02 8.709226776079002040e-05 -3.322121173498912249e+05
7.735109087003627337e+02 -3.935601935968755134e-03 -3.322121213725854177e+05
7.744531739018632379e+02 -4.084154251576255917e-03 -3.322121215211377712e+05
7.754918027310758362e+02 1.045561373770773853e-03 -3.322121163914221106e+05
7.765141868648672698e+02 3.746038092706436532e-04 -3.322121170623797225e+05
7.774694165172472822e+02 -2.709972923570643302e-03 -3.322121201469564112e+05
7.784825699484559891e+02 -2.382559420750338665e-06 -3.322121174393660622e+05
7.794840515921542874e+02 6.914611032525580731e-04 -3.322121167455224204e+05
7.804778147773840828e+02 2.066492849542188835e-03 -3.322121153704906465e+05
7.814796681415929243e+02 -2.072989342838613689e-04 -3.322121176442824653e+05
7.824743730199618312e+02 -5.652177365120315041e-04 -3.322121180022012559e+05
7.834885275178556867e+02 -2.558618490987850987e-03 -3.322121199956019991e+05
7.845416054785811184e+02 5.525340649905621185e-04 -3.322121168844494387e+05
7.854683789604249569e+02 -1.202172492358975471e-03 -3.322121186391559895e+05
7.864836717153604013e+02 -1.283424207711759057e-03 -3.322121187204077141e+05
7.874838638634045083e+02 -1.216373849519413125e-03 -3.322121186533573782e+05
7.884869003735058186e+02 3.523830341955930300e-04 -3.322121170846004970e+05
7.894864808502067035e+02 2.166638333156975017e-04 -3.322121172203196911e+05
7.904973556705906503e+02 -1.325517960600876852e-03 -3.322121187625014572e+05
7.915121371779833908e+02 -2.834350461662659727e-03 -3.322121202713339590e+05
7.924960210543960102e+02 -1.605536332770959732e-03 -3.322121190425198292e+05
7.935268830819770756e+02 -2.719532753621944562e-03 -3.322121201565162628e+05
7.945163242810093607e+02 8.620306664460481534e-04 -3.322121165749528445e+05
7.955353136525390028e+02 2.776107797387808440e-03 -3.322121146608756972e+05
7.965225823121286339e+02 2.228976654778021813e-04 -3.322121172140858253e+05
7.975140297896122092e+02 1.331548869438061366e-03 -3.322121161054346594e+05
7.985005001733311474e+02 -1.658004055668026427e-03 -3.322121190949875745e+05
7.995459426711868218e+02 7.121583840271851137e-04 -3.322121167248251149e+05
8.004842916548163885e+02 -9.891325557155146095e-04 -3.322121184261160670e+05
8.015052409017143873e+02 1.154404828216321847e-03 -3.322121162825786741e+05
8.024692111862040065e+02 1.028867773054049689e-04 -3.322121173340967507e+05
8.034887106025933008e+02 1.006015579270295871e-03 -3.322121164309679298e+05
8.045226985722341624e+02 9.672817715956539717e-04 -3.322121164697017521e+05
8.054977710529268506e+02 -3.620022119065804934e-04 -3.322121177989857388e+05
8.065184008339033426e+02 -2.283207020896658741e-03 -3.322121197201905306e+05
8.075322311098701675e+02 3.026850164715195243e-03 -3.322121144101333339e+05
8.084914019429091923e+02 -9.976839976953276890e-04 -3.322121184346675291e+05
8.094904444882279222e+02 1.913420638145758986e-03 -3.322121155235628830e+05
8.105146663658746320e+02 3.234151044164134152e-04 -3.322121171135684126e+05
8.114772679058336280e+02 -2.418953240404206687e-03 -3.322121198559367331e+05
8.125317357422084115e+02 -1.736886020487395403e-03 -3.322121191738695488e+05
8.135223874198364911e+02 -7.397248591399271499e-04 -3.322121181767083472e+05
8.144984028576716355e+02 -3.122537865486319213e-03 -3.322121205595213687e+05
8.154985669655774245e+02 -2.100458851567021251e-03 -3.322121195374423405e+05
8.165304673459048672e+02 -8.554585103137952572e-04 -3.322121182924419991e+05
8.175327520299071011e+02 3.462435681451494877e-03 -3.322121139745478285e+05
8.185337518623749702e+02 -6.161580675889213356e-04 -3.322121180531415739e+05
8.195073040904641175e+02 8.898975884230955757e-04 -3.322121165470859269e+05
8.204768863032611534e+02 6.376102475198801777e-04 -3.322121167993732379e+05
8.215091234748746274e+02 1.622150856771586774e-03 -3.322121158148326213e+05
8.225425196659078892e+02 -1.276722228784355276e-03 -3.322121187137057423e+05
8.234841176241529865e+02 -2.956138930440376303e-03 -3.322121203931224300e+05
8.245041940742069073e+02 4.675406445231702532e-04 -3.322121169694428681e+05
8.255319190513237118e+02 -1.491685007936669524e-03 -3.322121189286684967e+05
8.265324445692873496e+02 1.583251175959465894e-03 -3.322121158537323354e+05
8.274697651759641985e+02 -3.695202767261151610e-03 -3.322121211321862647e+05
8.284897918462080497e+02 -2.943855436271875393e-03 -3.322121203808389255e+05
8.295086032098013220e+02 -8.769849303421700876e-04 -3.322121183139684144e+05
8.305148695839775428e+02 1.804200932383537292e-03 -3.322121156327825738e+05
8.315206921778072910e+02 -5.126444980351612139e-04 -3.322121179496279801e+05
8.324914341388503090e+02 -1.893621824049651278e-03 -3.322121193306053174e+05
8.334814212419254318e+02 1.295734483958322844e-03 -3.322121161412490183e+05
8.344782824756991886e+02 -9.670004946581609809e-04 -3.322121184039840009e+05
8.355123037835513742e+02 2.690569792549506677e-04 -3.322121171679265099e+05
8.365176133914544607e+02 -4.233574066552014075e-05 -3.322121174793192185e+05
8.375127010971541495e+02 8.398224455418544379e-04 -3.322121165971610462e+05
8.384960296213915854e+02 1.843022480574196473e-03 -3.322121155939610326e+05
8.394838902412542438e+02 -9.568136714204415316e-04 -3.322121183937971946e+05
8.404804369974593783e+02 -1.572865667967782329e-03 -3.322121190098491497e+05
8.414979843808359874e+02 -2.895274379708271967e-03 -3.322121203322578804e+05
8.424837343930379348e+02 -2.699146156048856486e-04 -3.322121177068981342e+05
8.435021531015131586e+02 -2.848553235617456731e-03 -3.322121202855367446e+05
8.444876924630839312e+02 7.927910941606429798e-04 -3.322121166441924288e+05
8.455350411944191364e+02 -3.751036136739351306e-04 -3.322121178120871191e+05
8.465346993083504685e+02 1.843798842895713304e-03 -3.322121155931846588e+05
8.475469469033517953e+02 2.646248520061534118e-03 -3.322121147907350096e+05
8.484902896178680294e+02 5.889944359308374108e-03 -3.322121115470391233e+05
8.494789206980731251e+02 -1.382025843323181303e-04 -3.322121175751860719e+05
8.505299421314048232e+02 -4.127382703639797981e-04 -3.322121178497217479e+05
8.515278797168253959e+02 2.173529868652290722e-03 -3.322121152634536265e+05
8.525186228048984276e+02 -1.306673771522392797e-03 -3.322121187436572509e+05
8.535030747922961609e+02 2.245319857494240722e-04 -3.322121172124515288e+05
8.545215756258400006e+02 -1.814516949397261504e-03 -3.322121192515004659e+05
8.554981340644244483e+02 2.656889161723714559e-04 -3.322121171712945797e+05
8.565098003518992300e+02 2.050476488221455095e-04 -3.322121172319358448e+05
8.574993461793725373e+02 1.905901191029433150e-03 -3.322121155310823233e+05
8.585204718174078380e+02 1.113006192394810955e-03 -3.322121163239773014e+05
8.595475351329762361e+02 -2.061038033000102930e-03 -3.322121194980215514e+05
8.604959767394595929e+02 1.843370497226715088e-03 -3.322121155936130090e+05
8.615051502649195072e+02 -2.118684143887244152e-03 -3.322121195556676248e+05
8.625369482431897268e+02 1.539401820140519220e-03 -3.322121158975816797e+05
8.634947691839098525e+02 -1.576822641007182306e-03 -3.322121190138061647e+05
8.645355686209401256e+02 1.816686149157843494e-03 -3.322121156202973798e+05
8.654856611690979662e+02 3.000521309084908545e-05 -3.322121174069782719e+05
8.665001577836911792e+02 2.050172696506914055e-03 -3.322121153868107940e+05
8.675404775091477632e+02 -9.654889933559454834e-04 -3.322121184024725226e+05
8.684987173992103635e+02 7.558534740906205094e-05 -3.322121173613981809e+05
8.694976296920502818e+02 -1.264694058909353542e-03 -3.322121187016775366e+05
8.705237249558971371e+02 -2.062627796753210754e-03 -3.322121194996113190e+05
8.715283346238479680e+02 8.325307976965810441e-04 -3.322121166044527199e+05
8.725060566905112864e+02 -9.473650817162481146e-05 -3.322121175317200250e+05
8.735289721267636196e+02 3.327203976682744160e-03 -3.322121141097795335e+05
8.745057623121473398e+02 1.681554907311995915e-04 -3.322121172688280349e+05
8.754617527925632885e+02 -1.020970473975164189e-03 -3.322121184579539695e+05
8.764919035355443384e+02 3.755826246226017743e-03 -3.322121136811572360e+05
8.775225501307425020e+02 4.006969796141771170e-05 -3.322121173969138181e+05
8.785010329167251939e+02 -2.497928205880734723e-03 -3.322121199349117232e+05
8.794719907016382194e+02 -1.097007974204241686e-03 -3.322121185339914518e+05
8.804705349361429398e+02 1.366838150176654092e-04 -3.322121173002996948e+05
8.814729622212631739e+02 -1.505308618289411112e-03 -3.322121189422921161e+05
8.824859198898565182e+02 -1.224314214490470525e-03 -3.322121186612977181e+05
8.835173432566233487e+02 -2.841420090392294661e-03 -3.322121202784035704e+05
8.844755400198476991e+02 2.341488675202852310e-04 -3.322121172028346336e+05
8.854848840469288689e+02 4.118937013976851393e-03 -3.322121133180464967e+05
8.865076452425091702e+02 9.306451295472393821e-04 -3.322121165063383523e+05
8.874994011182940312e+02 -2.185102488533295921e-04 -3.322121176554937265e+05
8.884905060783821682e+02 -1.586546534740099082e-03 -3.322121190235300455e+05
8.895055037707102201e+02 -3.579083977640248101e-03 -3.322121210160675109e+05
8.905125238851959466e+02 3.291040422898438341e-03 -3.322121141459430801e+05
8.914995495641881007e+02 -2.213291229373212307e-03 -3.322121196502747480e+05
8.925082929544433910e+02 -2.667382790436302175e-03 -3.322121201043662732e+05
8.935263458524026419e+02 1.048014475721838114e-03 -3.322121163889690069e+05
8.945060475509261551e+02 3.044001972648157500e-03 -3.322121143929815153e+05
8.954561121350243411e+02 1.356428222996848001e-03 -3.322121160805553081e+05
8.964999145420118793e+02 2.077812136247240385e-04 -3.322121172292022966e+05
8.975049649900797704e+02 -8.649355064567269781e-04 -3.322121183019190212e+05
8.985034042018388618e+02 1.071123710379052020e-03 -3.322121163658598089e+05
8.995093833546579845e+02 1.300097707613014899e-03 -3.322121161368857720e+05
9.004905937739780484e+02 3.694928118160792883e-03 -3.322121137420553714e+05
9.015009047483566746e+02 -5.395638616423863035e-04 -3.322121179765473935e+05
9.024720271463984318e+02 -5.075240384101156656e-04 -3.322121179445075686e+05
9.034834929265202845e+02 4.282588786907024392e-04 -3.322121170087245991e+05
9.044933528560865170e+02 9.600357408221157083e-04 -3.322121164769477909e+05
9.054941462744778846e+02 -2.250945231870744682e-03 -3.322121196879287600e+05
9.065033758606845140e+02 1.901129346930828133e-03 -3.322121155358541873e+05
9.075033277716177054e+02 -5.969761854993518120e-04 -3.322121180339597049e+05
9.084911479829992231e+02 -2.668822711368776766e-03 -3.322121201058062143e+05
9.094643206440811127e+02 -1.644571791303918711e-03 -3.322121190815552836e+05
9.104676752153611687e+02 -2.640631376074200915e-03 -3.322121200776149053e+05
9.115453271332735312e+02 -1.798070653542886612e-03 -3.322121192350541824e+05
9.125468716394333342e+02 -1.422211350429625687e-03 -3.322121188591948594e+05
9.134967614207274664e+02 7.480397888514549003e-04 -3.322121166889437009e+05
9.144980094805658837e+02 1.246819975838605644e-04 -3.322121173123015324e+05
9.155245699909447694e+02 5.832559476464481548e-04 -3.322121168537275516e+05
9.165136119533699457e+02 2.578941600397937055e-03 -3.322121148580419249e+05
9.174972008693699763e+02 6.400281703437899145e-04 -3.322121167969553499e+05
9.185199192172070752e+02 2.221538014494614608e-03 -3.322121152154455194e+05
9.195009495114215952e+02 1.223696152691586400e-04 -3.322121173146138899e+05
9.204835663083615600e+02 2.554967975843160512e-04 -3.322121171814866830e+05
9.214863935761770790e+02 6.347211427563663188e-06 -3.322121174306363100e+05
9.225391299125877822e+02 2.224897186655670073e-03 -3.322121152120862971e+05
9.235130860785708364e+02 -1.554932737229919879e-03 -3.322121189919162425e+05
9.244987038767810645e+02 2.782445297017146699e-03 -3.322121146545382217e+05
9.254580575872195141e+02 5.889947100712594736e-05 -3.322121173780840472e+05
9.264527228447615244e+02 -1.696813098476737539e-03 -3.322121191337966011e+05
9.274955198437362469e+02 -1.145027208880956002e-03 -3.322121185820107348e+05
9.285103131861901602e+02 -1.208254820529926091e-03 -3.322121186452383408e+05
9.295049369256009868e+02 5.244423264622328617e-04 -3.322121169125411543e+05
9.305138044084820876e+02 7.774771140713997294e-04 -3.322121166595063987e+05
9.315318952383973965e+02 -1.344098043511792644e-03 -3.322121187810815754e+05
9.325188701725630835e+02 -6.261093478414856415e-05 -3.322121174995944602e+05
9.335075950400773763e+02 -9.290180927099183977e-04 -3.322121183660015813e+05
9.345083479833887168e+02 -1.915796929593904666e-03 -3.322121193527804571e+05
9.354875974099197720e+02 9.073052883860954548e-04 -3.322121165296782274e+05
9.364737176746475598e+02 3.199170557025257829e-03 -3.322121142378129298e+05
9.375204654741072545e+02 -3.079748755466715868e-03 -3.322121205167322769e+05
9.385008680961644814e+02 -1.283235178736155625e-03 -3.322121187202187139e+05
9.395140906540424339e+02 1.203277018942066007e-03 -3.322121162337064743e+05
9.404898826933676901e+02 2.734460022596490840e-03 -3.322121147025235114e+05
9.415190419704648548e+02 -2.008579118134034159e-03 -3.322121194455625955e+05
9.425070557243097937e+02 -2.825108095833815387e-04 -3.322121177194943302e+05
9.434770344519382661e+02 -1.358197094730660172e-03 -3.322121187951805769e+05
9.445146970661636487e+02 -1.085711265701094427e-04 -3.322121175455546472e+05
9.455359810106565419e+02 -1.211759277773899555e-03 -3.322121186487427913e+05
9.465264451626786695e+02 -7.312206377377902930e-04 -3.322121181682041497e+05
9.474952066790884828e+02 6.533140646515838909e-04 -3.322121167836694513e+05
9.484844562418065834e+02 1.911584289088618250e-04 -3.322121172458250658e+05
9.494909478753195344e+02 -1.395186472845881672e-04 -3.322121175765021471e+05
9.504889108583205370e+02 -4.171687462000400596e-04 -3.322121178541522240e+05
9.514802808847157394e+02 -5.361769757162216559e-04 -3.322121179731604643e+05
9.524332333431449342e+02 -1.375000002563640626e-03 -3.322121188119834987e+05
9.534990266379535342e+02 1.457097320809688573e-03 -3.322121159798862063e+05
9.545180283542075586e+02 -1.789089426466586492e-04 -3.322121176158924354e+05
9.555023906800932991e+02 3.088172621279186222e-03 -3.322121143488108646e+05
9.565072320201409184e+02 -3.362128895426553144e-04 -3.322121177731963689e+05
9.574870377740602407e+02 1.406958195663141108e-03 -3.322121160300252959e+05
9.584958097553688958e+02 -2.113078555015668466e-04 -3.322121176482913434e+05
9.595006449058572571e+02 -8.608601869098724208e-04 -3.322121182978436700e+05
9.605203569899554168e+02 8.187691124991289433e-04 -3.322121166182144079e+05
9.615070085555462356e+02 1.309840654567412258e-03 -3.322121161271428573e+05
9.625324759651226714e+02 1.050932307743877121e-03 -3.322121163860511733e+05
9.635292874926701643e+02 1.203534506219834443e-04 -3.322121173166300287e+05
9.645318470173053811e+02 -4.244953815848057392e-04 -3.322121178614788805e+05
9.654993004714523295e+02 2.162147732550424623e-04 -3.322121172207687050e+05
9.664959923566646012e+02 -1.457098120691222628e-03 -3.322121188940816210e+05
9.674804870088895541e+02 -2.047336194664239883e-03 -3.322121194843197009e+05
9.684880175830065809e+02 1.477596909366408421e-03 -3.322121159593865741e+05
9.694572890508742375e+02 -2.457867728339301061e-04 -3.322121176827703021e+05
9.704780947681018688e+02 1.765473555493098448e-04 -3.322121172604361782e+05
9.714942978667969555e+02 2.410599928075285708e-03 -3.322121150263836025e+05
9.725060440216136612e+02 1.469341179331427622e-03 -3.322121159676423413e+05
9.735101369562711398e+02 -1.889361909321810766e-03 -3.322121193263453897e+05
9.745066363609806785e+02 7.429372923057460604e-04 -3.322121166940462426e+05
9.755109722083446968e+02 2.130554909871812223e-03 -3.322121153064285754e+05
9.765001480346592189e+02 1.008596531842255163e-04 -3.322121173361238325e+05
9.775097955741711075e+02 -5.187498442661172693e-06 -3.322121174421710311e+05
9.784928964194918990e+02 2.134505923111154222e-04 -3.322121172235329286e+05
9.795114349498498996e+02 7.120939581675300603e-05 -3.322121173657741165e+05
9.804926183497213970e+02 1.146716848719618771e-04 -3.322121173223117949e+05
9.814804951907276518e+02 -8.804247635024897321e-04 -3.322121183174082544e+05
9.824957188038578124e+02 -1.009662982288083485e-03 -3.322121184466464911e+05
9.835201931784863518e+02 -1.485317190199537214e-03 -3.322121189223006950e+05
9.845032870029618834e+02 1.179111378237103361e-03 -3.322121162578721414e+05
9.855211862327938661e+02 -7.947175275711786796e-05 -3.322121175164552405e+05
9.864746013591258134e+02 5.986265199791274616e-04 -3.322121168383570039e+05
9.875085165808161491e+02 -1.745115028346616061e-03 -3.322121191820985405e+05
9.885171921621606543e+02 2.029228334022178514e-03 -3.322121154077551910e+05
9.894931318463900425e+02 6.623351974953934186e-04 -3.322121167746483115e+05
9.904894938556835768e+02 -3.074177661018452200e-03 -3.322121205111611634e+05
9.915112279570151941e+02 -9.478952885428800499e-04 -3.322121183848787914e+05
9.925396795985305971e+02 -7.606109850077116775e-04 -3.322121181975944783e+05
9.935074926110823981e+02 -7.931559345426840207e-05 -3.322121175162991276e+05
9.945028298851236741e+02 -2.450031088815410405e-03 -3.322121198870146181e+05
9.955173889596901518e+02 -4.188707348272497819e-04 -3.322121178558542160e+05
9.964930623179368467e+02 -8.737960998805394206e-04 -3.322121183107796242e+05
9.974697417055870119e+02 -8.143149327609912856e-04 -3.322121182512984378e+05
9.985036454121418501e+02 7.925377315161629159e-04 -3.322121166444457485e+05
9.994711617102989294e+02 -2.521934608618418556e-04 -3.322121176891769865e+05
